reactants,product
Cc1cc(C)cc(Br)c1.Nc1ccc2[nH]ncc2c1.CC(C)c1cc(C(C)C)c(-c2ccccc2[P+]([Pd])(C(C)(C)C)C(C)(C)C)c(C(C)C)c1.CC(C)(C)[O-].[Na+],Cc1cc(C)cc(Nc2ccc3[nH]ncc3c2)c1
Brc1cn[nH]c1.Nc1ccccc1.CC(C)c1cc(C(C)C)c(-c2ccccc2[P+]([Pd])(C(C)(C)C)C(C)(C)C)c(C(C)C)c1.CC(C)(C)[O-].[Na+],c1ccc(Nc2cn[nH]c2)cc1
Brc1cnc2ccccc2c1.Nc1cc(-c2ccccc2)n[nH]1.CC(C)c1cc(C(C)C)c(-c2ccccc2[P+]([Pd])(C(C)(C)C)C(C)(C)C)c(C(C)C)c1.CC(C)(C)[O-].[Na+],c1ccc(-c2cc(Nc3cnc4ccccc4c3)[nH]n2)cc1
CC(C)(C)c1ccc(Br)cc1.COc1ccc(N)cc1.CC(C)CN1CC2(C)CN(CC(C)C)[P+]1([Pd])N(CC(C)C)C2.CC(C)(C)[O-].[Na+],COc1ccc(Nc2ccc(C(C)(C)C)cc2)cc1
COc1ccc(Br)cc1.Cc1ccc(N)cc1.CC(C)CN1CC2(C)CN(CC(C)C)[P+]1([Pd])N(CC(C)C)C2.CC(C)(C)[O-].[Na+],COc1ccc(Nc2ccc(C)cc2)cc1
COc1ccc(Br)cc1.Cc1cccc(C)c1N.CC(C)CN1CC2(C)CN(CC(C)C)[P+]1([Pd])N(CC(C)C)C2.CC(C)(C)[O-].[Na+],COc1ccc(Nc2c(C)cccc2C)cc1
Cc1cc(C)c(Br)c(C)c1.Cc1cccc(C)c1N.CC(C)CN1CC2(C)CN(CC(C)C)[P+]1([Pd])N(CC(C)C)C2.CC(C)(C)[O-].[Na+],Cc1cc(C)c(Nc2c(C)cccc2C)c(C)c1
CC(C)(C)c1ccc(Br)cc1.Nc1cccc([N+](=O)[O-])c1.CC(C)CN1CC2(C)CN(CC(C)C)[P+]1([Pd])N(CC(C)C)C2.O=C([O-])[O-].[Cs+].[Cs+],CC(C)(C)c1ccc(Nc2cccc([N+](=O)[O-])c2)cc1
N#Cc1ccc(Cl)cc1.Cc1ccc(N)cc1.CC(C)CN1CC2(C)CN(CC(C)C)[P+]1([Pd])N(CC(C)C)C2.O=C([O-])[O-].[Cs+].[Cs+],Cc1ccc(Nc2ccc(C#N)cc2)cc1
O=[N+]([O-])c1ccc(Cl)cc1.COc1ccc(N)cc1.CC(C)CN1CC2(C)CN(CC(C)C)[P+]1([Pd])N(CC(C)C)C2.O=C([O-])[O-].[Cs+].[Cs+],COc1ccc(Nc2ccc([N+](=O)[O-])cc2)cc1
Cc1ccc(Cl)cc1.COc1ccc(N)cc1.CC(C)CN1CC2(C)CN(CC(C)C)[P+]1([Pd])N(CC(C)C)C2.O=C([O-])[O-].[Cs+].[Cs+],COc1ccc(Nc2ccc(C)cc2)cc1
COc1cccc(Cl)c1.Cc1ccc(N)cc1.CC(C)CN1CC2(C)CN(CC(C)C)[P+]1([Pd])N(CC(C)C)C2.O=C([O-])[O-].[Cs+].[Cs+],COc1cccc(Nc2ccc(C)cc2)c1
Cc1ccc(I)cc1.Cc1cccc(C)c1N.CC(C)CN1CC2(C)CN(CC(C)C)[P+]1([Pd])N(CC(C)C)C2.O=C([O-])[O-].[Cs+].[Cs+],Cc1ccc(Nc2c(C)cccc2C)cc1
COc1cccc(I)c1.Cc1ccc(N)cc1.CC(C)CN1CC2(C)CN(CC(C)C)[P+]1([Pd])N(CC(C)C)C2.O=C([O-])[O-].[Cs+].[Cs+],COc1cccc(Nc2ccc(C)cc2)c1
COc1ccc(I)cc1.Cc1ccc(N)cc1.CC(C)CN1CC2(C)CN(CC(C)C)[P+]1([Pd])N(CC(C)C)C2.O=C([O-])[O-].[Cs+].[Cs+],COc1ccc(Nc2ccc(C)cc2)cc1
Cc1ccc(Cl)cc1.Nc1ccccc1.CC(C)(C)[P+]([Pd])(c1nnn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.CC(C)(C)[O-].[K+],Cc1ccc(Nc2ccccc2)cc1
Cc1ccc(Cl)cc1.Nc1ccccc1.CC(C)(C)[P+]([Pd])(c1nnn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.CC(C)(C)[O-].[K+],Cc1ccc(Nc2ccccc2)cc1
Cc1ccc(Cl)cc1.Nc1ccccc1.CC(C)(C)[P+]([Pd])(c1nnn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.CC(C)(C)[O-].[K+],Cc1ccc(Nc2ccccc2)cc1
Cc1ccc(Cl)cc1.Nc1ccccc1.CC(C)(C)[P+]([Pd])(c1nnn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.CC(C)(C)[O-].[Na+],Cc1ccc(Nc2ccccc2)cc1
Cc1ccc(Cl)cc1.Nc1ccccc1.CC(C)(C)[P+]([Pd])(c1nnn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.CC(C)(C)[O-].[Na+],Cc1ccc(Nc2ccccc2)cc1
Cc1ccc(Cl)cc1.Nc1ccccc1.CC(C)(C)[P+]([Pd])(c1nnn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.CC(C)(C)[O-].[Na+],Cc1ccc(Nc2ccccc2)cc1
Cc1ccc(Cl)cc1.Nc1ccccc1.CC(C)(C)[P+]([Pd])(c1nnn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.CC(C)(C)[O-].[Na+],Cc1ccc(Nc2ccccc2)cc1
Cc1ccc(Cl)cc1.Nc1ccccc1.[Pd][P+](c1nnn(-c2ccccc2)c1-c1ccccc1)(C1CCCCC1)C1CCCCC1.CC(C)(C)[O-].[Na+],Cc1ccc(Nc2ccccc2)cc1
Cc1ccc(Cl)cc1.Nc1ccccc1.[Pd][P+](c1nnn(-c2ccccc2)c1-c1cccc2ccccc12)(C1CCCCC1)C1CCCCC1.CC(C)(C)[O-].[Na+],Cc1ccc(Nc2ccccc2)cc1
Cc1ccc(Cl)cc1.Nc1ccccc1.CC(C)(C)[P+]([Pd])(c1nnn(-c2ccccc2)c1-c1cccc2ccccc12)C(C)(C)C.CC(C)(C)[O-].[Na+],Cc1ccc(Nc2ccccc2)cc1
Cc1ccc(Cl)cc1.Nc1ccccc1.COc1ccccc1-c1c([P+]([Pd])(C2CCCCC2)C2CCCCC2)nnn1-c1ccccc1.CC(C)(C)[O-].[Na+],Cc1ccc(Nc2ccccc2)cc1
Cc1ccc(Cl)cc1.Nc1ccccc1.COc1ccccc1-c1c([P+]([Pd])(C(C)(C)C)C(C)(C)C)nnn1-c1ccccc1.CC(C)(C)[O-].[Na+],Cc1ccc(Nc2ccccc2)cc1
Cc1ccc(Cl)cc1.Nc1ccccc1.CN(C)c1ccccc1-c1c([P+]([Pd])(C(C)(C)C)C(C)(C)C)nnn1-c1ccccc1.CC(C)(C)[O-].[Na+],Cc1ccc(Nc2ccccc2)cc1
Cc1ccc(Cl)cc1.Nc1ccccc1.COc1cccc(OC)c1-c1c([P+]([Pd])(C(C)(C)C)C(C)(C)C)nnn1-c1ccccc1.CC(C)(C)[O-].[Na+],Cc1ccc(Nc2ccccc2)cc1
Cc1ccc(Cl)cc1.Nc1ccccc1.COc1cccc(OC)c1-c1c([P+]([Pd])(C2CCCCC2)C2CCCCC2)nnn1-c1ccccc1.CC(C)(C)[O-].[Na+],Cc1ccc(Nc2ccccc2)cc1
Cc1ccc(Cl)cc1.COc1ccc(N)cc1.COc1ccccc1-c1c([P+]([Pd])(C(C)(C)C)C(C)(C)C)nnn1-c1ccccc1.CC(C)(C)[O-].[K+],COc1ccc(Nc2ccc(C)cc2)cc1
Cc1ccc(Cl)cc1.CCCCN.COc1ccccc1-c1c([P+]([Pd])(C(C)(C)C)C(C)(C)C)nnn1-c1ccccc1.CC(C)(C)[O-].[Na+],CCCCNc1ccc(C)cc1
Cc1ccccc1Cl.Nc1ccccc1.COc1ccccc1-c1c([P+]([Pd])(C(C)(C)C)C(C)(C)C)nnn1-c1ccccc1.CC(C)(C)[O-].[Na+],Cc1ccccc1Nc1ccccc1
Cc1ccc(C)c(Cl)c1.Nc1ccccc1.COc1ccccc1-c1c([P+]([Pd])(C(C)(C)C)C(C)(C)C)nnn1-c1ccccc1.CC(C)(C)[O-].[Na+],Cc1ccc(C)c(Nc2ccccc2)c1
Cc1ccc(Br)cc1.Cc1cc(C)c(N)c(C)c1.CC(C)(C)C[P+]([Pd])(C(C)(C)C)C(C)(C)C.CC(C)(C)[O-].[Na+],Cc1ccc(Nc2c(C)cc(C)cc2C)cc1
Cc1ccc(Br)cc1.Cc1cc(C)c(N)c(C)c1.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],Cc1ccc(Nc2c(C)cc(C)cc2C)cc1
Cc1ccc(Br)cc1.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)C[P+]([Pd])(C(C)(C)C)C(C)(C)C.CC(C)(C)[O-].[Na+],Cc1ccc(Nc2c(C(C)C)cccc2C(C)C)cc1
Cc1ccc(Br)cc1.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],Cc1ccc(Nc2c(C(C)C)cccc2C(C)C)cc1
Cc1cccc(C)c1Br.Cc1cc(C)c(N)c(C)c1.CC(C)(C)C[P+]([Pd])(C(C)(C)C)C(C)(C)C.CC(C)(C)[O-].[Na+],Cc1cc(C)c(Nc2c(C)cccc2C)c(C)c1
Cc1cccc(C)c1Br.Cc1cc(C)c(N)c(C)c1.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],Cc1cc(C)c(Nc2c(C)cccc2C)c(C)c1
Cc1cccc(C)c1Br.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)C[P+]([Pd])(C(C)(C)C)C(C)(C)C.CC(C)(C)[O-].[Na+],Cc1cccc(C)c1Nc1c(C(C)C)cccc1C(C)C
Cc1cccc(C)c1Br.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],Cc1cccc(C)c1Nc1c(C(C)C)cccc1C(C)C
Cc1cc(C)c(Br)c(C)c1.Cc1cccc(C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],Cc1cc(C)c(Nc2c(C)cccc2C)c(C)c1
Cc1cc(C)c(Br)c(C)c1.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],Cc1cc(C)c(Nc2c(C(C)C)cccc2C(C)C)c(C)c1
COc1ccc(Br)cc1.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],COc1ccc(Nc2c(C(C)C)cccc2C(C)C)cc1
COc1ccc(Br)c(C)c1.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],COc1ccc(Nc2c(C(C)C)cccc2C(C)C)c(C)c1
COc1ccccc1Br.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],COc1ccccc1Nc1c(C(C)C)cccc1C(C)C
Brc1ccccc1-c1ccccc1.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],CC(C)c1cccc(C(C)C)c1Nc1ccccc1-c1ccccc1
Brc1cccc2ccccc12.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],CC(C)c1cccc(C(C)C)c1Nc1cccc2ccccc12
COc1ccc2ccccc2c1Br.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],COc1ccc2ccccc2c1Nc1c(C(C)C)cccc1C(C)C
CC(C)c1cc(C(C)C)c(Br)c(C(C)C)c1.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],CC(C)c1cc(C(C)C)c(Nc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1
CC(C)c1cc(C(C)C)c(Br)c(C(C)C)c1.CC(C)(C)c1ccccc1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],CC(C)c1cc(C(C)C)c(Nc2ccccc2C(C)(C)C)c(C(C)C)c1
CC(C)c1cc(C(C)C)c(Br)c(C(C)C)c1.Nc1cccc2ccccc12.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],CC(C)c1cc(C(C)C)c(Nc2cccc3ccccc23)c(C(C)C)c1
Cc1cccc(C)c1Br.Nc1cccc2ccccc12.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],Cc1cccc(C)c1Nc1cccc2ccccc12
Brc1ccccc1-c1ccccc1.Nc1cccc2ccccc12.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],c1ccc(-c2ccccc2Nc2cccc3ccccc23)cc1
Cc1cccc(C)c1Br.CC(C)(C)c1ccccc1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],Cc1cccc(C)c1Nc1ccccc1C(C)(C)C
Cc1cccc(C)c1Br.COc1ccccc1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],COc1ccccc1Nc1c(C)cccc1C
Cc1ccccc1Br.CCN(CC)S(=O)(=O)c1ccc(N)c(OC)c1.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],CCN(CC)S(=O)(=O)c1ccc(Nc2ccccc2C)c(OC)c1
Cc1ccccc1Br.COc1cc([N+](=O)[O-])ccc1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],COc1cc([N+](=O)[O-])ccc1Nc1ccccc1C
COc1ccc(Cl)cc1.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],COc1ccc(Nc2c(C(C)C)cccc2C(C)C)cc1
COc1ccccc1Cl.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],COc1ccccc1Nc1c(C(C)C)cccc1C(C)C
Cc1ccccc1Cl.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],Cc1ccccc1Nc1c(C(C)C)cccc1C(C)C
Cc1cccc(C)c1Cl.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],Cc1cccc(C)c1Nc1c(C(C)C)cccc1C(C)C
Cc1cccc(C)c1Cl.Cc1cccc(C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],Cc1cccc(C)c1Nc1c(C)cccc1C
Cc1cccc(C)c1Cl.Cc1cccc(C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],Cc1cccc(C)c1Nc1c(C)cccc1C
Cc1cccc(C)c1Cl.CC(C)(C)c1ccccc1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],Cc1cccc(C)c1Nc1ccccc1C(C)(C)C
Cc1cccc(C)c1Cl.Nc1cccc2ccccc12.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],Cc1cccc(C)c1Nc1cccc2ccccc12
Cc1cccc(C)c1Cl.COc1ccccc1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],COc1ccccc1Nc1c(C)cccc1C
Cc1cccc(C)c1Cl.COc1ccccc1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],COc1ccccc1Nc1c(C)cccc1C
Brc1c2ccccc2cc2ccccc12.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],CC(C)c1cccc(C(C)C)c1Nc1c2ccccc2cc2ccccc12
Brc1c2ccccc2cc2ccccc12.Cc1cccc(C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],Cc1cccc(C)c1Nc1c2ccccc2cc2ccccc12
Brc1c2ccccc2cc2ccccc12.Nc1ccccc1.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],c1ccc(Nc2c3ccccc3cc3ccccc23)cc1
Brc1c2ccccc2cc2ccccc12.CC(C)(C)c1ccccc1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],CC(C)(C)c1ccccc1Nc1c2ccccc2cc2ccccc12
Brc1c2ccccc2cc2ccccc12.COc1ccccc1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)CC(C)(C)C.CC(C)(C)[O-].[Na+],COc1ccccc1Nc1c2ccccc2cc2ccccc12
CC(C)c1cc(C(C)C)c(Br)c(C(C)C)c1.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)[P+]([Pd])(C(C)(C)C)C(C)(C)C.CC(C)(C)[O-].[Na+],CC(C)c1cc(C(C)C)c(Nc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1
CC(C)c1cc(C(C)C)c(Br)c(C(C)C)c1.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)C[P+]([Pd])(C(C)(C)C)C(C)(C)C.CC(C)(C)[O-].[Na+],CC(C)c1cc(C(C)C)c(Nc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1
CC(C)c1cc(C(C)C)c(Br)c(C(C)C)c1.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)C[P+]([Pd])(CC(C)(C)C)C(C)(C)C.CC(C)(C)[O-].[Na+],CC(C)c1cc(C(C)C)c(Nc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1
CC(C)c1cc(C(C)C)c(Br)c(C(C)C)c1.CC(C)c1cccc(C(C)C)c1N.[Pd][P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1.CC(C)(C)[O-].[Na+],CC(C)c1cc(C(C)C)c(Nc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1
CC(C)c1cc(C(C)C)c(Br)c(C(C)C)c1.CC(C)c1cccc(C(C)C)c1N.CCCC[P+]([Pd])(CCCC)CCCC.CC(C)(C)[O-].[Na+],CC(C)c1cc(C(C)C)c(Nc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1
CC(C)c1cc(C(C)C)c(Br)c(C(C)C)c1.CC(C)c1cccc(C(C)C)c1N.CC(C)(C)[P+](C)([Pd])C(C)(C)C.CC(C)(C)[O-].[Na+],CC(C)c1cc(C(C)C)c(Nc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1
CC(C)c1cc(C(C)C)c(Br)c(C(C)C)c1.CC(C)c1cccc(C(C)C)c1N.[Pd][P+](c1ccccc1)(c1ccccc1)c1ccccc1.CC(C)(C)[O-].[Na+],CC(C)c1cc(C(C)C)c(Nc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1
CC(C)c1cc(C(C)C)c(Br)c(C(C)C)c1.CC(C)c1cccc(C(C)C)c1N.Cc1ccccc1[P+]([Pd])(c1ccccc1C)c1ccccc1C.CC(C)(C)[O-].[Na+],CC(C)c1cc(C(C)C)c(Nc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1
COc1ccc(Cl)cc1.Nc1ccccc1.COc1ccc(OC)c([P+]([Pd])(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CC(C)(C)[O-].[Na+],COc1ccc(Nc2ccccc2)cc1
COc1ccc(I)cc1.Nc1ccccc1.COc1ccc(OC)c([P+]([Pd])(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CC(C)(C)[O-].[Na+],COc1ccc(Nc2ccccc2)cc1
CCOC(=O)c1ccc(Cl)cc1.Nc1ccccc1-c1ccccc1.COc1ccc(OC)c([P+]([Pd])(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.O=C([O-])[O-].[Cs+].[Cs+],CCOC(=O)c1ccc(Nc2ccccc2-c2ccccc2)cc1
Clc1ccc2ccccc2n1.NCc1ccco1.COc1ccc(OC)c([P+]([Pd])(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CC(C)(C)[O-].[Na+],c1coc(CNc2ccc3ccccc3n2)c1
N#Cc1cccc(Cl)c1.CCCCCCCCN.COc1ccc(OC)c([P+]([Pd])(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.O=C([O-])[O-].[Cs+].[Cs+],CCCCCCCCNc1cccc(C#N)c1
COc1ccccc1Cl.Cc1ccnc(N)n1.COc1ccc(OC)c([P+]([Pd])(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CC(C)(C)[O-].[Na+],COc1ccccc1Nc1nccc(C)n1
CN(C)c1nc(Cl)ncc1F.NCCc1cccs1.COc1ccc(OC)c([P+]([Pd])(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CC(C)(C)[O-].[Na+],CN(C)c1nc(NCCc2cccs2)ncc1F
Cc1ccc(Cl)nc1.COc1cc(N)cc(OC)c1OC.COc1ccc(OC)c([P+]([Pd])(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CC(C)(C)[O-].[Na+],COc1cc(Nc2ccc(C)cn2)cc(OC)c1OC
Clc1ccc2ncccc2c1.Nc1ncccn1.COc1ccc(OC)c([P+]([Pd])(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C.CC(C)(C)[O-].[Na+],c1cnc(Nc2ccc3ncccc3c2)nc1
Oc1ccc(Br)cc1.Cc1ccc(N)cc1.CC(C)CN1CCN2CCN(CC(C)C)[P+]1([Pd])N(CC(C)C)CC2.C[Si]([N-][Si](C)(C)C)(C)C.[Li+],Cc1ccc(Nc2ccc(O)cc2)cc1
CC(=O)Nc1ccc(Br)cc1.Cc1ccc(N)cc1.CC(C)CN1CCN2CCN(CC(C)C)[P+]1([Pd])N(CC(C)C)CC2.C[Si]([N-][Si](C)(C)C)(C)C.[Li+],CC(=O)Nc1ccc(Nc2ccc(C)cc2)cc1
Clc1ccccc1.CC(N)=O.CC(C)(C)[P+]([Pd])(c1ccnn1-c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.O=C([O-])[O-].[K+].[K+],CC(=O)Nc1ccccc1
COc1ccc(Cl)cc1.CC(N)=O.CC(C)(C)[P+]([Pd])(c1ccnn1-c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.O=P([O-])([O-])[O-].[K+].[K+].[K+],COc1ccc(NC(C)=O)cc1
FC(F)(F)c1ccc(Cl)cc1.CC(N)=O.CC(C)(C)[P+]([Pd])(c1ccnn1-c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.O=C([O-])[O-].[K+].[K+],CC(=O)Nc1ccc(C(F)(F)F)cc1
Cc1ccccc1Cl.CC(N)=O.CC(C)(C)[P+]([Pd])(c1ccnn1-c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.O=C([O-])[O-].[K+].[K+],CC(=O)Nc1ccccc1C
COc1cc(Cl)nc(OC)n1.CC(N)=O.CC(C)(C)[P+]([Pd])(c1ccnn1-c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.O=C([O-])[O-].[K+].[K+],COc1cc(NC(C)=O)nc(OC)n1
Cc1cc(Cl)c2ccccc2n1.CC(N)=O.CC(C)(C)[P+]([Pd])(c1ccnn1-c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.O=C([O-])[O-].[K+].[K+],CC(=O)Nc1cc(C)nc2ccccc12
Clc1cccnc1.CC(N)=O.CC(C)(C)[P+]([Pd])(c1ccnn1-c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.O=C([O-])[O-].[K+].[K+],CC(=O)Nc1cccnc1
Clc1ccccn1.CC(N)=O.CC(C)(C)[P+]([Pd])(c1ccnn1-c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.O=C([O-])[O-].[K+].[K+],CC(=O)Nc1ccccn1
Clc1ccccc1.NC(=O)c1ccccc1.CC(C)(C)[P+]([Pd])(c1ccnn1-c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.O=C([O-])[O-].[K+].[K+],O=C(Nc1ccccc1)c1ccccc1
COc1ccc(Cl)cc1.NC(=O)c1ccccc1.CC(C)(C)[P+]([Pd])(c1ccnn1-c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.O=P([O-])([O-])[O-].[K+].[K+].[K+],COc1ccc(NC(=O)c2ccccc2)cc1
FC(F)(F)c1ccc(Cl)cc1.NC(=O)c1ccccc1.CC(C)(C)[P+]([Pd])(c1ccnn1-c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.O=C([O-])[O-].[K+].[K+],O=C(Nc1ccc(C(F)(F)F)cc1)c1ccccc1
Clc1cccnc1.NC(=O)c1ccccc1.CC(C)(C)[P+]([Pd])(c1ccnn1-c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.O=C([O-])[O-].[K+].[K+],O=C(Nc1cccnc1)c1ccccc1
Clc1ccccn1.NC(=O)c1ccccc1.CC(C)(C)[P+]([Pd])(c1ccnn1-c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.O=C([O-])[O-].[K+].[K+],O=C(Nc1ccccn1)c1ccccc1
Cc1ccccc1Cl.NC(=O)c1ccccc1.CC(C)(C)[P+]([Pd])(c1ccnn1-c1c(-c2ccccc2)nn(-c2ccccc2)c1-c1ccccc1)C(C)(C)C.O=C([O-])[O-].[K+].[K+],Cc1ccccc1NC(=O)c1ccccc1
